id,predict_0,predict_1,predict_2
2,0.977628189325333,0.0219263307750225,0.000445508008124307
3,0.190085397660732,0.801554769277573,0.00835983748547733
4,0.948580670356751,0.0492760397493839,0.00214330771705136
7,0.374402159452438,0.561758399009705,0.0638394303619862
9,0.0530427776277065,0.672456747293472,0.274500474333763
10,0.963416612148285,0.0347240928560495,0.00185931394807994
11,0.575463312864304,0.42338208258152,0.0011545937275514
12,0.941900712251663,0.050254113599658,0.00784517470747232
14,0.323184072971344,0.672920542955399,0.00389537226874381
15,0.911217826604843,0.088217668235302,0.000564495124854147
16,0.231096385419369,0.718806803226471,0.0500968124717474
17,0.624493032693863,0.372355777025223,0.00315118203870952
18,0.998186355829239,0.00171868357574567,9.49489847698715e-05
21,0.11525177359581,0.813279742002487,0.0714684866368771
22,0.970999580621719,0.028617980517447,0.00038244043244049
25,0.818177688121796,0.175619903206825,0.00620239721611142
30,0.990526223182678,0.00922240726649761,0.000251345612923615
32,0.304611796140671,0.694230079650879,0.00115811877185479
34,0.593437731266022,0.296152530610561,0.110409735143185
35,0.203369382023811,0.787630295753479,0.0090003143530339
36,0.918156629800796,0.0813611872494221,0.000482200746773742
37,0.940996444225311,0.0572313658893108,0.00177218455355614
39,0.924932205677032,0.0619348425418138,0.0131329618394375
40,0.575758612155914,0.244712390005589,0.1795289888978
41,0.641368812322617,0.357603254914284,0.00102792246616445
42,0.26899703592062,0.70797039270401,0.0230325691401958
45,0.261238573491573,0.23315371721983,0.505607712268829
46,0.988878059387207,0.0107895577326417,0.000332378727034666
47,0.909026855230331,0.08582549020648,0.00514766257256269
48,0.130158204585314,0.0505251500755548,0.819316643476486
50,0.347369360923767,0.539729157090187,0.112901481240988
51,0.194940492510796,0.792504018545151,0.0125554919242859
52,0.997089463472366,0.0027594510698691,0.000151085930701811
56,0.644177955389023,0.353251734375954,0.00257032164372504
58,0.713992959260941,0.279272642731667,0.00673438287340105
62,0.994963955879211,0.00483793239109218,0.000198109360644594
63,0.996638602018356,0.00318515624385327,0.000176245809416287
65,0.0530450843274593,0.129073125869036,0.817881804704666
66,0.315663057565689,0.25840128660202,0.425935655832291
70,0.364758375287056,0.183440716564655,0.45180090367794
71,0.980655616521835,0.0175898941233754,0.00175449090311304
72,0.153247036039829,0.775698387622833,0.0710545606911182
73,0.978963369131088,0.0207158230245113,0.000320778961759061
74,0.357519322633743,0.641452884674072,0.00102779155131429
76,0.962318152189255,0.0370732635259628,0.000608562608249485
77,0.964237403869629,0.0306437468156219,0.00511885643936694
78,0.198759423196316,0.476631897687912,0.324608686566353
82,0.244273087382317,0.733566403388977,0.022160510532558
85,0.342601251602173,0.300574912130833,0.356823831796646
86,0.984987723827362,0.014754725061357,0.000257542607141659
87,0.842790186405182,0.151416210830212,0.00579360313713551
95,0.997666120529175,0.00221514871809632,0.000118735585419927
96,0.06691141910851,0.0230990584939718,0.909989529848099
97,0.624498814344406,0.053296023234725,0.322205144166946
98,0.992619788646698,0.00715925572440028,0.000220955727854744
100,0.979010051488876,0.0121252668090165,0.00886468915268779
101,0.846702569723129,0.152426670491695,0.000870746991131455
102,0.992268651723862,0.00750612113624811,0.000225218280684203
103,0.435596534609795,0.561645460128784,0.00275801185052842
106,0.582483506202698,0.0445865485817194,0.372929951548576
108,0.188360612094402,0.810782027244568,0.000857351149898022
109,0.917165410518646,0.0794316872954369,0.00340291664469987
110,0.903289985656738,0.0914161801338196,0.00529381916858256
113,0.564909589290619,0.34862371981144,0.0864666849374771
114,0.872034704685211,0.121549791097641,0.00641549360007048
116,0.969635504484177,0.0147440358065069,0.0156204709783196
117,0.615324038267136,0.175135418772697,0.209540547430515
118,0.335367494821548,0.656686329841614,0.00794617612846196
121,0.923235130310059,0.0751837994903326,0.00158106663729995
122,0.963831561803818,0.0333013579249382,0.00286707782652229
123,0.981443208456039,0.0153951186686754,0.00316167138516903
124,0.995493322610855,0.00433935385663062,0.00016731868381612
126,0.280062836408615,0.718167358636856,0.0017697975737974
127,0.889997613430023,0.106445706635714,0.00355668715201318
128,0.910887002944946,0.0637730281800032,0.0253399815410376
133,0.489114168286324,0.482765883207321,0.0281199460849166
136,0.208430866897106,0.426094168424606,0.365474963188171
137,0.6650938808918,0.333978977799416,0.000927148200571537
140,0.788679224252701,0.205838806927204,0.00548196365125477
141,0.169629725813866,0.82939760684967,0.000972678209654987
143,0.774004489183426,0.204568967223167,0.0214265571907163
144,0.988076031208038,0.0116811995394528,0.000242791356868111
145,0.236713497340679,0.0484590079635382,0.714827501773834
147,0.302249401807785,0.170665983855724,0.527084600925446
148,0.0945894047617912,0.904442018270493,0.000968574429862201
150,0.499527549743652,0.480499219894409,0.0199732316657901
151,0.883371919393539,0.0939434967935085,0.0226845722645521
153,0.939533019065857,0.0513873293995857,0.00907962815836072
155,0.982027637958527,0.0176894288510084,0.000282929671811871
