id,relevance
1,1.98385792089
4,2.10523611914
5,2.05783256495
6,2.29583010498
7,2.05910189434
8,2.13094050788
10,2.63729333934
11,2.54701884924
12,2.17709246148
13,2.72559359396
14,2.73592258956
15,2.32353492889
19,2.39485121989
22,2.74224423441
24,2.4384484565
25,2.21022971196
26,2.09037682715
28,2.40628611389
29,2.03292175677
30,2.0489598399
31,2.66271471412
32,2.62614563595
33,1.98564719459
36,2.33302299015
39,2.23453517554
40,2.66355231367
41,2.55408880123
42,2.39991406323
43,2.73988176821
44,2.25602428835
45,2.61352974976
46,2.57977534327
47,2.29957140665
49,2.74851123754
50,2.52748034221
52,2.51472550548
53,2.29489610866
54,2.28421239732
55,2.72530382803
56,2.78739826335
57,2.1549617762
58,2.74626939448
59,2.59177808362
60,1.88502309396
61,2.4700983961
62,2.48651541555
63,2.68776470519
64,2.66306323734
66,2.61987889134
67,2.34277372453
68,1.92046974487
70,1.75478468778
71,2.48641950078
72,1.86452723193
73,1.85710671872
74,1.90921544993
76,2.01627556498
77,1.89537125186
78,1.90994225263
79,1.89132010536
80,1.906248882
82,2.52025682781
83,2.37468152227
84,1.94095628761
86,2.34222890771
87,2.55928044645
89,1.98092563299
91,2.01651825097
93,1.90747629788
94,2.00399241166
95,1.97668358354
96,1.85527491939
97,2.02535935269
98,2.10305109812
99,1.88170533329
100,2.75832707624
102,2.34483642032
103,2.0133308735
104,1.98194016525
107,2.48442618335
108,1.94383082632
109,2.56674409137
110,2.34750936912
111,2.34750936912
112,2.33922384699
115,1.94017867308
116,2.34465955562
118,2.59579175758
119,2.38828119615
121,2.33826494991
124,2.67728750408
126,2.42690616667
128,2.16020262123
129,2.5151254609
130,2.45459451259
131,2.28467884866
132,2.3145066445
133,2.68566004253
134,2.06219075637
135,2.21951350261
137,2.4653129921
139,2.53272947189
140,2.3530657752
141,2.18986506108
142,2.06171540525
144,2.59426452299
145,2.75235978487
146,1.83333271408
148,2.0349042386
151,2.44849513638
152,2.12746170087
153,2.47623558223
154,2.09275920509
155,2.03008658088
156,2.06677268167
159,2.12155637864
160,2.12784118282
161,2.32901163136
163,2.8024770671
167,2.47729617354
168,2.43465113349
169,1.91072741947
170,2.51861340619
171,2.61495319106
173,2.48766277163
174,2.29672697601
175,2.49433179406
176,2.18704238106
180,2.36547847908
183,2.32665158928
184,2.32746755317
185,2.32746755317
187,2.36903089669
188,1.92492377057
189,2.09299964524
