id,relevance
1,1.97942611771
4,2.14756265208
5,2.05322254359
6,2.30046736079
7,2.06400893085
8,2.13987015443
10,2.60744395013
11,2.53650288965
12,2.18779781671
13,2.70253672369
14,2.7180723772
15,2.30759955027
19,2.40687530077
22,2.72262326834
24,2.46092067607
25,2.22463736596
26,2.09237312858
28,2.41944060453
29,2.03416871257
30,2.02037990319
31,2.69783012909
32,2.61538927023
33,1.97051963918
36,2.31266986051
39,2.24941867552
40,2.67347708657
41,2.57742957233
42,2.42453043711
43,2.75633442064
44,2.27144193476
45,2.63232028807
46,2.58336887588
47,2.28900316946
49,2.73215173671
50,2.53529704388
52,2.50117284576
53,2.31669971684
54,2.27668242853
55,2.71348701882
56,2.78903362642
57,2.12432369755
58,2.75155017803
59,2.60300487436
60,1.86816860533
61,2.51385058067
62,2.5015994288
63,2.68571553277
64,2.67401739121
66,2.62627959802
67,2.34695873406
68,1.8667885862
70,1.73473029889
71,2.50882280452
72,1.87235775862
73,1.83354921853
74,1.87615852489
76,1.97662411305
77,1.85527494714
78,1.87979590834
79,1.89587358391
80,1.86335097554
82,2.52595398349
83,2.34058569918
84,1.92291311163
86,2.3455490325
87,2.58736655142
89,1.93361273115
91,2.0402518636
93,1.91561169556
94,1.92626973501
95,1.92093567005
96,1.85581089887
97,1.97076242704
98,2.0956638961
99,1.81700167778
100,2.74927481551
102,2.31947126108
103,1.97469466308
104,1.90923424969
107,2.46048385805
108,1.90040876136
109,2.55924122376
110,2.33574181947
111,2.33574181947
112,2.31884151819
115,1.9525193348
116,2.32797391565
118,2.57518339404
119,2.3729449095
121,2.32922054035
124,2.65546250689
126,2.41809428661
128,2.17232230391
129,2.50431453866
130,2.43779182403
131,2.32063521776
132,2.33920065094
133,2.70149441503
134,2.0843337637
135,2.21295434829
137,2.45341669559
139,2.53843869494
140,2.33962775273
141,2.14229653898
142,2.06552129431
144,2.59787387921
145,2.77559862728
146,1.87046414934
148,2.02444751468
151,2.4461327979
152,2.09145009226
153,2.49609027633
154,2.06582485524
155,2.04549467158
156,2.08795709356
159,2.10600213476
160,2.12926505486
161,2.30968443721
163,2.80595711185
167,2.45122442972
168,2.4288837538
169,1.90781445546
170,2.52123471932
171,2.64757352587
173,2.51821139076
174,2.27690401648
175,2.51097261248
176,2.18112668679
180,2.35862316215
183,2.31969168887
184,2.31719330253
185,2.31719330253
187,2.35817205173
188,1.92492398095
189,2.06669276047
190,2.23715685863
192,2.3630965563
194,2.66052893906
196,1.93611284205
197,1.83634677984
198,2.59040745793
199,2.59040745793
200,2.61064843997
204,2.73698517948
206,2.43080883761
207,2.40327512546
208,2.38909649954
209,2.18751207701
211,2.69738267084
212,2.34473182207
213,2.46377623228
216,2.49147545913
217,2.32641926496
218,2.44765453406
219,2.47451411247
220,2.34981449316
221,2.22701744677
222,2.31611118892
224,2.08505483179
225,2.54247298557
228,2.26819174361
229,2.42661613098
230,2.62233188735
231,2.27755929813
232,2.27663475477
234,2.46641099753
235,2.61839934608
236,2.38387646617
237,2.38387646617
238,2.70548737632
239,2.16935683347
240,2.20566249809
242,2.69883231587
243,2.4123697067
244,2.33364465042
246,2.12654293727
247,2.0313105686
248,2.11593330338
249,2.38099027685
250,2.122873933
251,2.50238720476
252,2.45712546177
253,2.12866619258
254,2.33159577917
256,2.46222395959
258,2.01581815137
260,2.11594894953
262,2.07295024221
263,2.22006732635
264,1.96772352406
265,2.02848973044
267,2.51318139488
268,2.25628227129
269,2.03258872921
271,2.26128191378
273,2.44566215463
274,2.19649052432
277,2.37842091375
278,2.09496470749
279,1.77381524554
280,2.4213026651
281,2.47827047664
282,2.76456034411
283,2.53047375834
285,2.57673883393
286,2.46679397525
287,1.98229699745
288,2.52978184992
289,2.52978184992
291,2.48792367634
