0,0.482,14.7,30.8,0.227,0.499,15.5,68.1,0.269,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29
0,0.482,14.7,30.8,0.227,0.499,15.5,68.1,0.269,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29
1,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29,0.482,14.7,30.8,0.227,0.499,15.5,68.1,0.269
0,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242
1,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242
0,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215
1,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215
0,0.508,13.4,27.1,0.241,0.507,14.4,69.4,0.215,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242
0,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19
0,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19
1,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252
0,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231
0,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231
0,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268
1,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268
0,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196
0,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196
1,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196,0.505,14.6,30.2,0.21,0.491,15.3,70.3,0.226
0,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248
0,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248
0,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211
0,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211
0,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248
0,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204,0.501,17,30.5,0.255,0.463,15.4,73.4,0.279
0,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204,0.501,17,30.5,0.255,0.463,15.4,73.4,0.279
1,0.501,17,30.5,0.255,0.463,15.4,73.4,0.279,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204
0,0.512,13,27.5,0.244,0.487,14.6,70.4,0.197,0.498,14.6,31.5,0.236,0.472,15,69.2,0.191
1,0.512,13,27.5,0.244,0.487,14.6,70.4,0.197,0.498,14.6,31.5,0.236,0.472,15,69.2,0.191
0,0.498,14.6,31.5,0.236,0.472,15,69.2,0.191,0.512,13,27.5,0.244,0.487,14.6,70.4,0.197
1,0.498,14.6,31.5,0.236,0.472,15,69.2,0.191,0.512,13,27.5,0.244,0.487,14.6,70.4,0.197
0,0.512,13,27.5,0.244,0.487,14.6,70.4,0.197,0.498,14.6,31.5,0.236,0.472,15,69.2,0.191
0,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29
0,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29
0,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231
1,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231
0,0.496,13.7,31.6,0.243,0.478,15.1,68.5,0.231,0.53,14.7,29.7,0.299,0.48,15.5,71.6,0.29
0,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19
1,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19
1,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242
1,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242
1,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19
0,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242
0,0.51,14.2,30.9,0.269,0.49,17.7,69.1,0.242,0.52,15.6,28.4,0.232,0.481,13.3,71.4,0.19
0,0.498,14.6,31.5,0.236,0.472,15,69.2,0.191,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196
1,0.498,14.6,31.5,0.236,0.472,15,69.2,0.191,0.511,12.5,35.9,0.199,0.471,14.8,69.3,0.196
