id,predict_0,predict_1,predict_2
11066,0.232677,0.767011,0.000312839
18000,0.931483,0.0685043,1.24833e-05
16964,0.999212,0.000787668,1.34392e-08
4795,0.682727,0.317254,1.94528e-05
3392,0.925322,0.0746668,1.07877e-05
3795,0.532937,0.467059,4.70094e-06
2881,0.950583,0.0493797,3.68403e-05
1903,0.835608,0.16436,3.24831e-05
5245,0.834009,0.165985,5.17591e-06
6726,0.582637,0.417353,9.83739e-06
1311,0.83563,0.164364,5.43222e-06
15795,0.673272,0.326719,8.18646e-06
4315,0.925322,0.0746668,1.07877e-05
3393,0.931483,0.0685043,1.24833e-05
6764,0.902111,0.0978566,3.26674e-05
13039,0.992477,0.00752218,1.22576e-06
12331,0.382357,0.617637,6.18523e-06
14276,0.931483,0.0685043,1.24833e-05
14638,0.673272,0.326719,8.18646e-06
6573,0.999967,3.31034e-05,1.12476e-08
2222,0.931483,0.0685043,1.24833e-05
8824,0.955652,0.0443448,3.23027e-06
6360,0.934201,0.0657966,2.33046e-06
7553,0.931483,0.0685043,1.24833e-05
13760,0.86557,0.134425,4.76124e-06
4284,0.931483,0.0685043,1.24833e-05
1356,0.925322,0.0746668,1.07877e-05
3410,0.641262,0.358731,6.68348e-06
4830,0.836205,0.16379,5.8013e-06
8998,0.840097,0.159897,5.8283e-06
18052,0.999272,0.000728108,1.10162e-08
7539,0.829428,0.170496,7.59037e-05
9529,0.521084,0.478908,7.84392e-06
3656,0.355324,0.64467,6.45595e-06
14238,0.931483,0.0685043,1.24833e-05
2682,0.995594,0.0044039,2.17131e-06
7312,0.928501,0.0714956,2.92048e-06
12971,0.7623,0.237688,1.22347e-05
10735,0.673272,0.326719,8.18646e-06
4050,0.840097,0.159897,5.8283e-06
5943,0.736653,0.263327,1.99636e-05
6482,0.923313,0.0766846,2.602e-06
9746,0.931483,0.0685043,1.24833e-05
13320,0.931483,0.0685043,1.24833e-05
803,0.834697,0.165297,5.85471e-06
15437,0.836205,0.16379,5.8013e-06
12302,0.999128,0.000871736,9.94704e-08
12271,0.673272,0.326719,8.18646e-06
5341,0.355324,0.64467,6.45595e-06
4427,0.999965,3.4959e-05,7.60343e-09
529,0.836205,0.16379,5.8013e-06
2022,0.836205,0.16379,5.8013e-06
14625,0.999968,3.16415e-05,2.09811e-08
2922,0.925322,0.0746668,1.07877e-05
16330,0.925322,0.0746668,1.07877e-05
12890,0.673272,0.326719,8.18646e-06
2140,0.696183,0.303514,0.000302402
13484,0.942825,0.0571727,2.1792e-06
12392,0.997075,0.00292382,7.72099e-07
2322,0.957057,0.0429319,1.10802e-05
567,0.931483,0.0685043,1.24833e-05
4436,0.998988,0.00101128,5.9222e-07
12156,0.999959,4.08727e-05,2.49519e-08
7508,0.741037,0.258962,1.61209e-06
6184,0.909996,0.089966,3.78802e-05
12213,0.925322,0.0746668,1.07877e-05
6458,0.931483,0.0685043,1.24833e-05
13967,0.867972,0.132024,3.81514e-06
894,0.925322,0.0746668,1.07877e-05
7461,0.931483,0.0685043,1.24833e-05
8949,0.992566,0.00742057,1.34889e-05
3477,0.967877,0.0321153,8.05542e-06
2779,0.972586,0.0273874,2.64827e-05
13551,0.851557,0.148394,4.88768e-05
8297,0.834009,0.165985,5.17591e-06
5050,0.840097,0.159897,5.8283e-06
10716,0.942825,0.0571727,2.1792e-06
16075,0.929603,0.0701706,0.000226253
1366,0.511502,0.488494,4.32017e-06
774,0.673272,0.326719,8.18646e-06
7406,0.851794,0.148199,6.17166e-06
2526,0.836205,0.16379,5.8013e-06
9649,0.834009,0.165985,5.17591e-06
16115,0.524791,0.475205,3.7604e-06
14749,0.531942,0.468054,3.81164e-06
14952,0.836205,0.16379,5.8013e-06
4786,0.748239,0.251339,0.00042194
16513,0.99971,0.000290324,7.94905e-08
2002,0.574108,0.425813,7.82268e-05
4701,0.925322,0.0746668,1.07877e-05
7742,0.931483,0.0685043,1.24833e-05
5905,0.511502,0.488494,4.32017e-06
685,0.987784,0.0122079,8.1822e-06
11857,0.999677,0.000323113,8.46724e-09
11628,0.931483,0.0685043,1.24833e-05
15024,0.942825,0.0571727,2.1792e-06
4168,0.925322,0.0746668,1.07877e-05
11914,0.709911,0.290087,1.5222e-06
5293,0.940971,0.0590235,5.31493e-06
3374,0.849914,0.150081,5.05463e-06
13055,0.329106,0.670802,9.16828e-05
17759,0.925322,0.0746668,1.07877e-05
590,0.925322,0.0746668,1.07877e-05
1353,0.808328,0.191664,7.7826e-06
11938,0.239133,0.759941,0.000926192
1018,0.925322,0.0746668,1.07877e-05
14945,0.673272,0.326719,8.18646e-06
1001,0.942825,0.0571727,2.1792e-06
3587,0.931483,0.0685043,1.24833e-05
868,0.662584,0.337402,1.42903e-05
9296,0.931483,0.0685043,1.24833e-05
12455,0.930367,0.0695917,4.16435e-05
17132,0.79897,0.201028,2.33349e-06
10240,0.836205,0.16379,5.8013e-06
3696,0.931483,0.0685043,1.24833e-05
10355,0.990408,0.00956786,2.39451e-05
2206,0.996897,0.00310171,9.60087e-07
14590,0.574108,0.425813,7.82268e-05
13191,0.835608,0.16436,3.24831e-05
5882,0.997075,0.00292382,7.72099e-07
12653,0.673272,0.326719,8.18646e-06
1491,0.488445,0.511543,1.21177e-05
1176,0.950407,0.0495904,2.56795e-06
11246,0.931483,0.0685043,1.24833e-05
14557,0.957057,0.0429319,1.10802e-05
4772,0.866142,0.133851,7.44547e-06
17192,0.673272,0.326719,8.18646e-06
10637,0.942825,0.0571727,2.1792e-06
3281,0.834009,0.165985,5.17591e-06
3191,0.931483,0.0685043,1.24833e-05
672,0.673272,0.326719,8.18646e-06
6301,0.942825,0.0571727,2.1792e-06
10309,0.835629,0.164364,6.67407e-06
1734,0.995928,0.00406898,2.95905e-06
2990,0.757976,0.242004,1.98535e-05
5746,0.997553,0.00244657,5.3167e-07
15289,0.942825,0.0571727,2.1792e-06
2971,0.673272,0.326719,8.18646e-06
9771,0.851557,0.148394,4.88768e-05
11253,0.518669,0.481326,4.38071e-06
14576,0.916095,0.0838988,5.91261e-06
4688,0.925322,0.0746668,1.07877e-05
14469,0.840097,0.159897,5.8283e-06
9298,0.355324,0.64467,6.45595e-06
16099,0.840097,0.159897,5.8283e-06
17316,0.76501,0.234989,9.13364e-07
15212,0.329106,0.670802,9.16828e-05
10691,0.925322,0.0746668,1.07877e-05
3805,0.940971,0.0590235,5.31493e-06
6418,0.840097,0.159897,5.8283e-06
1158,0.867972,0.132024,3.81514e-06
7768,0.836205,0.16379,5.8013e-06
4834,0.925322,0.0746668,1.07877e-05
10914,0.673272,0.326719,8.18646e-06
14606,0.836205,0.16379,5.8013e-06
3220,0.974663,0.0253271,9.72117e-06
10433,0.521084,0.478908,7.84392e-06
11251,0.536724,0.463273,3.13045e-06
8084,0.992477,0.00752218,1.22576e-06
522,0.996286,0.00371238,1.8461e-06
17299,0.851265,0.148729,5.77941e-06
15587,0.931763,0.0682342,3.20233e-06
1563,0.925322,0.0746668,1.07877e-05
8252,0.842259,0.157724,1.61133e-05
17802,0.931483,0.0685043,1.24833e-05
2738,0.511502,0.488494,4.32017e-06
9896,0.942825,0.0571727,2.1792e-06
14609,0.376912,0.622002,0.00108632
10463,0.589922,0.410069,9.56013e-06
1280,0.964916,0.0350793,4.86922e-06
977,0.97227,0.027721,8.43595e-06
979,0.925322,0.0746668,1.07877e-05
10908,0.673272,0.326719,8.18646e-06
12569,0.931483,0.0685043,1.24833e-05
6078,0.931483,0.0685043,1.24833e-05
18339,0.786555,0.213404,4.0337e-05
13799,0.97227,0.027721,8.43595e-06
7193,0.931483,0.0685043,1.24833e-05
8243,0.94305,0.0569473,2.32621e-06
13622,0.999964,3.62149e-05,2.3836e-07
5885,0.992477,0.00752218,1.22576e-06
5768,0.925322,0.0746668,1.07877e-05
632,0.741228,0.258766,6.0925e-06
3314,0.999451,0.0005488,8.43001e-08
3664,0.800145,0.199848,7.07848e-06
18518,0.942825,0.0571727,2.1792e-06
7687,0.929695,0.070299,6.33026e-06
17889,0.836205,0.16379,5.8013e-06
12943,0.987784,0.0122079,8.1822e-06
3581,0.942825,0.0571727,2.1792e-06
13802,0.947551,0.0524466,2.03713e-06
17702,0.840097,0.159897,5.8283e-06
12342,0.986084,0.013869,4.73773e-05
11185,0.999904,9.57759e-05,1.2125e-08
15675,0.942825,0.0571727,2.1792e-06
6716,0.698888,0.3011,1.18757e-05
17790,0.673272,0.326719,8.18646e-06
17791,0.940456,0.0595422,2.21111e-06
6145,0.673272,0.326719,8.18646e-06
18237,0.840097,0.159897,5.8283e-06
10523,0.11104,0.888958,1.49122e-06
4356,0.840097,0.159897,5.8283e-06
7482,0.993501,0.00648296,1.55408e-05
5856,0.86557,0.134425,4.76124e-06
5011,0.931483,0.0685043,1.24833e-05
15872,0.999486,0.000513682,1.34604e-08
6609,0.836205,0.16379,5.8013e-06
995,0.925322,0.0746668,1.07877e-05
4680,0.998663,0.00133571,9.02115e-07
18327,0.800145,0.199848,7.07848e-06
8484,0.942825,0.0571727,2.1792e-06
16968,0.155814,0.844174,1.14938e-05
8305,0.673272,0.326719,8.18646e-06
7012,0.673272,0.326719,8.18646e-06
13465,0.925322,0.0746668,1.07877e-05
8375,0.9992,0.000800402,9.49826e-08
15629,0.840097,0.159897,5.8283e-06
12296,0.673272,0.326719,8.18646e-06
458,0.851557,0.148394,4.88768e-05
18124,0.925322,0.0746668,1.07877e-05
4430,0.974663,0.0253271,9.72117e-06
14443,0.836205,0.16379,5.8013e-06
15275,0.552101,0.44789,8.67754e-06
4470,0.957057,0.0429319,1.10802e-05
13831,0.940971,0.0590235,5.31493e-06
7696,0.641262,0.358731,6.68348e-06
15172,0.531942,0.468054,3.81164e-06
16647,0.579632,0.420367,9.8081e-07
14209,0.732227,0.267767,6.14661e-06
18121,0.477749,0.522118,0.000133221
12144,0.673272,0.326719,8.18646e-06
800,0.673272,0.326719,8.18646e-06
13200,0.158497,0.841501,2.57334e-06
5724,0.931483,0.0685043,1.24833e-05
15722,0.999201,0.00079821,1.32349e-06
6660,0.736653,0.263327,1.99636e-05
8394,0.673272,0.326719,8.18646e-06
5554,0.836205,0.16379,5.8013e-06
10381,0.834009,0.165985,5.17591e-06
15783,0.477749,0.522118,0.000133221
10907,0.662109,0.337889,2.12893e-06
11455,0.982033,0.0179669,2.19431e-07
5992,0.925322,0.0746668,1.07877e-05
16564,0.931483,0.0685043,1.24833e-05
7933,0.659427,0.340571,1.60743e-06
16008,0.997075,0.00292382,7.72099e-07
7265,0.464305,0.535695,2.30851e-07
11095,0.673272,0.326719,8.18646e-06
2181,0.925322,0.0746668,1.07877e-05
8845,0.836205,0.16379,5.8013e-06
13617,0.673272,0.326719,8.18646e-06
17228,0.355324,0.64467,6.45595e-06
16321,0.999145,0.000854997,1.02333e-07
14851,0.680853,0.319141,6.43771e-06
9613,0.673272,0.326719,8.18646e-06
3121,0.942825,0.0571727,2.1792e-06
4840,0.574108,0.425813,7.82268e-05
18216,0.611254,0.388745,7.98345e-07
17113,0.554646,0.445351,3.66726e-06
4775,0.925322,0.0746668,1.07877e-05
14105,0.871533,0.128463,4.55005e-06
4993,0.836205,0.16379,5.8013e-06
8901,0.531942,0.468054,3.81164e-06
15443,0.880389,0.119607,3.9967e-06
435,0.673272,0.326719,8.18646e-06
4595,0.925322,0.0746668,1.07877e-05
14503,0.992477,0.00752218,1.22576e-06
2191,0.840097,0.159897,5.8283e-06
2163,0.355324,0.64467,6.45595e-06
9987,0.673272,0.326719,8.18646e-06
16234,0.835608,0.16436,3.24831e-05
3834,0.931483,0.0685043,1.24833e-05
13133,0.736653,0.263327,1.99636e-05
13909,0.851557,0.148394,4.88768e-05
9952,0.977769,0.0222285,2.09183e-06
3666,0.992477,0.00752218,1.22576e-06
6072,0.836205,0.16379,5.8013e-06
2936,0.931483,0.0685043,1.24833e-05
6497,0.79897,0.201028,2.33349e-06
5645,0.696183,0.303514,0.000302402
15476,0.836205,0.16379,5.8013e-06
8472,0.662584,0.337402,1.42903e-05
15687,0.603229,0.396762,9.2499e-06
10682,0.835629,0.164364,6.67407e-06
10772,0.999985,1.54796e-05,5.54251e-09
8156,0.925322,0.0746668,1.07877e-05
10436,0.799357,0.200637,5.72781e-06
16827,0.673272,0.326719,8.18646e-06
12299,0.925322,0.0746668,1.07877e-05
9258,0.925322,0.0746668,1.07877e-05
4759,0.673272,0.326719,8.18646e-06
8989,0.997261,0.00273838,5.14625e-07
14823,0.983733,0.0162667,2.51725e-07
17270,0.840097,0.159897,5.8283e-06
2005,0.834009,0.165985,5.17591e-06
15757,0.947551,0.0524466,2.03713e-06
14476,0.673272,0.326719,8.18646e-06
17243,0.925322,0.0746668,1.07877e-05
3908,0.790866,0.209118,1.59692e-05
781,0.925322,0.0746668,1.07877e-05
5398,0.851557,0.148394,4.88768e-05
2687,0.97227,0.027721,8.43595e-06
5017,0.925322,0.0746668,1.07877e-05
140,0.840097,0.159897,5.8283e-06
14897,0.836205,0.16379,5.8013e-06
1487,0.836205,0.16379,5.8013e-06
18371,0.998613,0.00138718,1.17515e-07
10170,0.925322,0.0746668,1.07877e-05
3464,0.800145,0.199848,7.07848e-06
1535,0.836205,0.16379,5.8013e-06
1442,0.927055,0.0729422,2.70613e-06
7249,0.800145,0.199848,7.07848e-06
17510,0.464305,0.535695,2.30851e-07
418,0.995263,0.00473675,2.97828e-07
16274,0.925322,0.0746668,1.07877e-05
12497,0.836205,0.16379,5.8013e-06
17309,0.909996,0.089966,3.78802e-05
3891,0.925322,0.0746668,1.07877e-05
8437,0.940971,0.0590235,5.31493e-06
9950,0.942825,0.0571727,2.1792e-06
5316,0.935267,0.0647286,4.82901e-06
12979,0.673272,0.326719,8.18646e-06
14648,0.835608,0.16436,3.24831e-05
8194,0.836205,0.16379,5.8013e-06
10386,0.925322,0.0746668,1.07877e-05
12749,0.925322,0.0746668,1.07877e-05
16508,0.999985,1.54796e-05,5.54251e-09
16386,0.673272,0.326719,8.18646e-06
12933,0.835608,0.16436,3.24831e-05
2830,0.942825,0.0571727,2.1792e-06
11528,0.673272,0.326719,8.18646e-06
15904,0.673272,0.326719,8.18646e-06
16390,0.709911,0.290087,1.5222e-06
14036,0.929695,0.070299,6.33026e-06
17215,0.940971,0.0590235,5.31493e-06
14404,0.673272,0.326719,8.18646e-06
12101,0.925322,0.0746668,1.07877e-05
10812,0.0541918,0.945808,1.27795e-07
4374,0.673272,0.326719,8.18646e-06
9719,0.840097,0.159897,5.8283e-06
8520,0.925322,0.0746668,1.07877e-05
15621,0.797076,0.202918,5.71146e-06
7173,0.709911,0.290087,1.5222e-06
7544,0.925322,0.0746668,1.07877e-05
7253,0.904644,0.095325,3.10281e-05
16731,0.925322,0.0746668,1.07877e-05
17278,0.979022,0.0209767,1.6841e-06
16327,0.279336,0.720518,0.00014574
15845,0.999986,1.35593e-05,1.01552e-08
6750,0.931483,0.0685043,1.24833e-05
7674,0.902111,0.0978566,3.26674e-05
17416,0.970099,0.0298988,2.47315e-06
9050,0.931483,0.0685043,1.24833e-05
