id,predict_0,predict_1,predict_2
11066,1.0,0.0,0.0
18000,0.0543333333333,0.001,0.944666666667
16964,1.0,0.0,0.0
4795,0.763133333333,0.2342,0.00266666666667
3392,0.168605806231,0.831394193769,0.0
3795,0.493041666667,0.506625,0.000333333333333
2881,0.822277777778,0.177722222222,0.0
1903,0.0928888888889,0.188,0.719111111111
5245,1.0,0.0,0.0
6726,0.999904761905,9.52380952381e-05,0.0
1311,0.999764550265,0.00023544973545,0.0
15795,0.57738361336,0.42261638664,0.0
4315,0.908116844267,0.0918831557335,0.0
3393,0.296932539683,0.0913154761905,0.611751984127
6764,0.870945745921,0.106054254079,0.023
13039,0.627478878722,0.372521121278,0.0
12331,0.84609047619,0.110576190476,0.0433333333333
14276,0.273666666667,0.667333333333,0.059
14638,0.470649776096,0.529350223904,0.0
6573,0.998,0.002,0.0
2222,0.487333333333,0.000333333333333,0.512333333333
8824,0.97690458153,0.0230954184704,0.0
6360,0.81625,0.181083333333,0.00266666666667
7553,0.192333333333,0.0903333333333,0.717333333333
13760,0.33383954194,0.665827124727,0.000333333333333
4284,0.585647883598,0.381352116402,0.033
1356,0.999447222222,0.000166666666667,0.000386111111111
3410,0.746333333333,0.253666666667,0.0
4830,0.329362561821,0.667400397072,0.00323704110704
8998,0.502648172198,0.496907383357,0.000444444444444
18052,0.998666666667,0.00133333333333,0.0
7539,0.889305555556,0.110694444444,0.0
9529,0.891666666667,0.108333333333,0.0
3656,0.858170238095,0.141829761905,0.0
14238,0.648273140008,0.213424700081,0.138302159912
2682,0.412557890938,0.587442109062,0.0
7312,0.379875741327,0.583124258673,0.037
12971,0.917,0.083,0.0
10735,0.470649776096,0.529350223904,0.0
4050,0.993285714286,0.00671428571429,0.0
5943,0.669350334391,0.330649665609,0.0
6482,0.669121296296,0.330878703704,0.0
9746,0.45,0.000333333333333,0.549666666667
13320,0.170666666667,0.04,0.789333333333
803,0.566973678058,0.433026321942,0.0
15437,1.0,0.0,0.0
12302,0.906333333333,0.0936666666667,0.0
12271,0.965845074805,0.0341549251946,0.0
5341,0.877,0.123,0.0
4427,0.999666666667,0.000333333333333,0.0
529,0.978785671513,0.0170983692642,0.00411595922328
2022,1.0,0.0,0.0
14625,0.999666666667,0.000333333333333,0.0
2922,0.650566666667,0.344433333333,0.005
16330,0.464693350168,0.0890888407888,0.446217809043
12890,0.998715873016,0.00128412698413,0.0
2140,0.602689992415,0.397310007585,0.0
13484,0.810742033629,0.189257966371,0.0
12392,1.0,0.0,0.0
2322,0.28,0.02,0.7
567,0.152666666667,0.136,0.711333333333
4436,0.8367,0.1633,0.0
12156,0.995833333333,0.00416666666667,0.0
7508,0.754055784031,0.243610882636,0.00233333333333
6184,0.909192063492,0.069996031746,0.0208119047619
12213,0.994666666667,0.00533333333333,0.0
6458,0.499333333333,0.265466666667,0.2352
13967,0.977333333333,0.0226666666667,0.0
894,0.99352037037,0.00347592592593,0.0030037037037
7461,0.239357142857,0.515976190476,0.244666666667
8949,0.889224338624,0.110775661376,0.0
3477,0.445984228024,0.508349105309,0.0456666666667
2779,0.925666666667,0.0743333333333,0.0
13551,0.392566666667,0.607433333333,0.0
8297,0.995370158081,0.00462984191921,0.0
5050,0.235423927513,0.764576072487,0.0
10716,0.517033644923,0.482966355077,0.0
16075,0.866192460317,0.133807539683,0.0
1366,0.864596585419,0.12148493632,0.0139184782609
774,0.87282939389,0.12717060611,0.0
7406,0.783556342863,0.216443657137,0.0
2526,0.178377514043,0.606931118437,0.21469136752
9649,0.929674294736,0.0703257052636,0.0
16115,0.0728105699856,0.795522763348,0.131666666667
14749,0.622888888889,0.0393333333333,0.337777777778
14952,0.500843384791,0.0,0.499156615209
4786,0.337,0.0303333333333,0.632666666667
16513,0.894666666667,0.105333333333,0.0
2002,1.0,0.0,0.0
4701,0.736627122007,0.244426449422,0.0189464285714
7742,0.714355026455,0.16648015873,0.119164814815
5905,0.517745742865,0.482254257135,0.0
685,0.372666666667,0.187,0.440333333333
11857,0.869008236926,0.130991763074,0.0
11628,0.309,0.533,0.158
15024,0.810742033629,0.189257966371,0.0
4168,1.0,0.0,0.0
11914,0.330419209821,0.668930790179,0.00065
5293,0.999666666667,0.000333333333333,0.0
3374,0.125581703091,0.874418296909,0.0
13055,0.997,0.003,0.0
17759,0.158112325637,0.626808744034,0.215078930329
