id,predict_0,predict_1,predict_2
11066,0.977504432201,0.0224702823907,2.52965783147e-05
18000,0.25091663003,0.0234903097153,0.725593030453
16964,0.995729386806,0.00425394671038,1.6693442376e-05
4795,0.833183407784,0.164451062679,0.00236557400785
3392,0.134277001023,0.860390424728,0.00533259101212
3795,0.619129240513,0.369294792414,0.0115760043263
2881,0.863979101181,0.135987043381,3.38227109751e-05
1903,0.0194692462683,0.0340805649757,0.946450233459
5245,0.97798448801,0.0209174584597,0.00109811814036
6726,0.973679959774,0.0262061525136,0.000113944617624
1311,0.950016021729,0.049955625087,2.83406443486e-05
15795,0.583342015743,0.416575163603,8.28014308354e-05
4315,0.903073549271,0.0945841148496,0.00234232842922
3393,0.217062547803,0.0433107875288,0.739626646042
6764,0.787577033043,0.212253570557,0.000169429797097
13039,0.638388097286,0.361528158188,8.3776350948e-05
12331,0.944299280643,0.0324030555785,0.0232977252454
14276,0.0957870930433,0.898182809353,0.00603006174788
14638,0.505746722221,0.494178324938,7.49781102058e-05
6573,0.999172866344,0.000822766043711,4.37036669609e-06
2222,0.532270908356,0.0361811593175,0.43154796958
8824,0.997101128101,0.00288640870713,1.24608923215e-05
6360,0.613090634346,0.36660194397,0.0203074514866
7553,0.0329557172954,0.0136569738388,0.953387320042
13760,0.353706717491,0.54646730423,0.0998259708285
4284,0.692039966583,0.306497067213,0.00146299123298
1356,0.908224225044,0.0614852234721,0.0302905589342
3410,0.951630353928,0.0479839108884,0.000385793973692
4830,0.238732099533,0.744958639145,0.0163092557341
8998,0.417090177536,0.566028356552,0.016881454736
18052,0.995344817638,0.00464685307816,8.29622058518e-06
7539,0.967673182487,0.0322865173221,4.02678524551e-05
9529,0.909243345261,0.0901843607426,0.000572274380829
3656,0.959971666336,0.0340607613325,0.00596750434488
14238,0.726595044136,0.220318257809,0.0530867390335
2682,0.518268883228,0.481584668159,0.000146467646118
7312,0.52476131916,0.433057576418,0.0421811267734
12971,0.873032271862,0.124349489808,0.00261824997142
10735,0.505746722221,0.494178324938,7.49781102058e-05
4050,0.989258944988,0.0105534978211,0.000187560828635
5943,0.680247485638,0.319678813219,7.37068985472e-05
6482,0.687576532364,0.312324970961,9.85471415333e-05
9746,0.355869412422,0.048873309046,0.595257282257
13320,0.399466276169,0.0809064209461,0.519627273083
803,0.477093160152,0.519164144993,0.00374267948791
15437,0.88316822052,0.112616181374,0.00421562232077
12302,0.986070454121,0.0138819450513,4.75759115943e-05
12271,0.948012292385,0.0519625172019,2.5209841624e-05
5341,0.874256312847,0.117275774479,0.00846795551479
4427,0.999774158001,0.00022243319836,3.39098937729e-06
529,0.9508472085,0.0351141579449,0.0140386261046
2022,0.982553899288,0.016975607723,0.000470528291771
14625,0.993777394295,0.00620522303507,1.73905173142e-05
2922,0.144187033176,0.835168659687,0.0206442326307
16330,0.386751651764,0.127957701683,0.485290706158
12890,0.984827399254,0.0151629680768,9.60572106123e-06
2140,0.652199685574,0.347746670246,5.36608604307e-05
13484,0.797221720219,0.201474800706,0.00130346568767
12392,0.987478375435,0.0125042293221,1.74583728949e-05
2322,0.480815649033,0.0274364780635,0.491747885942
567,0.0520830862224,0.175028041005,0.772888839245
4436,0.975098788738,0.0248760282993,2.52448171523e-05
12156,0.994828402996,0.00513296527788,3.86527608498e-05
7508,0.91352301836,0.0692500472069,0.0172269586474
6184,0.963179767132,0.034197922796,0.00262228189968
12213,0.955739319324,0.0419303067029,0.0023304100614
6458,0.291066527367,0.166973501444,0.541959941387
13967,0.990068733692,0.00988315884024,4.80427988805e-05
894,0.982816815376,0.0149030610919,0.00228005298413
7461,0.114228315651,0.513039171696,0.372732549906
8949,0.89894837141,0.100897356868,0.000154233508511
3477,0.30459228158,0.684165656567,0.0112420637161
2779,0.942175447941,0.057788901031,3.57053613698e-05
13551,0.186514690518,0.812859296799,0.000626024790108
8297,0.976220965385,0.0212245322764,0.0025545260869
5050,0.213846623898,0.771615028381,0.0145383654162
10716,0.605310857296,0.394136101007,0.000553012709133
16075,0.498930066824,0.500034093857,0.00103586202022
1366,0.740912616253,0.242216393352,0.0168709736317
774,0.912285149097,0.0876872166991,2.76099181065e-05
7406,0.866599678993,0.129402622581,0.00399768259376
2526,0.43253877759,0.42287582159,0.144585430622
9649,0.878174364567,0.118726544082,0.00309902359731
16115,0.0351741574705,0.864519655704,0.100306212902
14749,0.854131996632,0.0326448976994,0.113223098218
14952,0.490650355816,0.111383847892,0.397965759039
4786,0.0452757962048,0.0175525154918,0.937171697617
16513,0.983341932297,0.0166232455522,3.47429595422e-05
2002,0.996589899063,0.00340266316198,7.41181611374e-06
4701,0.505526185036,0.471183091402,0.0232907235622
7742,0.749347805977,0.147140309215,0.103511892259
5905,0.635179936886,0.358596235514,0.00622386112809
685,0.742504775524,0.195230230689,0.0622649528086
11857,0.938790977001,0.0611579231918,5.11405232828e-05
11628,0.1464497298,0.720900118351,0.132650136948
15024,0.797221720219,0.201474800706,0.00130346568767
4168,0.944072067738,0.0532156527042,0.00271232845262
11914,0.731580734253,0.263918995857,0.00450028898194
5293,0.995095252991,0.00489862542599,6.13095062363e-06
3374,0.206744089723,0.793131411076,0.000124564714497
13055,0.9995880723,0.000409678235883,2.23211304728e-06
17759,0.201038464904,0.739445507526,0.0595160275698
590,0.388639897108,0.609456479549,0.00190365151502
1353,0.969558000565,0.0304183810949,2.36105061049e-05
11938,0.206914305687,0.0363826714456,0.756703078747
1018,0.216836750507,0.311956197023,0.471206992865
14945,0.653419971466,0.346509039402,7.10352833266e-05
1001,0.82736569643,0.171115800738,0.00151847116649
3587,0.9777739048,0.0187915600836,0.00343447015621
868,0.997873306274,0.00211413414218,1.252981383e-05
9296,0.184405237436,0.0806488096714,0.734945952892
12455,0.860966980457,0.138958469033,7.45389043004e-05
17132,0.834910750389,0.142997816205,0.0220914650708
10240,0.981079995632,0.0184916555882,0.000428375904448
3696,0.142790645361,0.590944945812,0.266264379025
10355,0.459524065256,0.532137989998,0.00833797734231
2206,0.125527873635,0.874102890491,0.000369212037185
14590,0.996589899063,0.00340266316198,7.41181611374e-06
13191,0.898516714573,0.101060941815,0.000422341137892
5882,0.987478375435,0.0125042293221,1.74583728949e-05
12653,0.583342015743,0.416575163603,8.28014308354e-05
1491,0.0298055689782,0.947562098503,0.0226322859526
1176,0.789397835732,0.192938521504,0.0176636353135
11246,0.336374372244,0.11061707139,0.553008556366
14557,0.623171448708,0.305294781923,0.0715337991714
4772,0.120316676795,0.816617667675,0.0630656033754
17192,0.620746970177,0.37919062376,6.23982195975e-05
10637,0.900164067745,0.0987104177475,0.00112549203914
3281,0.95532310009,0.0413303747773,0.00334654562175
3191,0.695429980755,0.259701102972,0.0448689647019
672,0.505746722221,0.494178324938,7.49781102058e-05
6301,0.797221720219,0.201474800706,0.00130346568767
10309,0.960656583309,0.0393133610487,3.00861502183e-05
1734,0.907413721085,0.0924995467067,8.66773916641e-05
2990,0.672962546349,0.286223858595,0.0408135801554
